post,01,02,03,04,05,06,07,08,09
10000,105.4,77.625,12.25,0.8829787234042553,7.0,31.40506329113924,48.15151515151515,69.33333333333333,29.11111111111111
10001,198.63562753036436,261.98805256869775,143.76455368693402,59.20220588235294,58.224113475177305,56.977514792899406,49.52229845626072,51.832797427652736,19.63839811542992
10002,156.35905044510386,156.74380165289256,149.2624,90.84332191780823,56.074366197183096,63.10356454720617,74.5642965204236,56.208307880268784,23.09908256880734
10003,177.88582995951418,191.25449385052033,208.2783203125,82.0,60.47822057460612,88.15203021718602,117.77234401349072,80.60515713134569,31.71124889282551
10004,59.607142857142854,117.92045454545455,176.05309734513276,143.873417721519,35.8936170212766,55.828402366863905,100.82035928143712,84.13125,40.733870967741936
10005,62.30309734513274,86.94533762057878,215.64028776978418,36.4390243902439,90.11818181818182,70.32,82.504,59.04964539007092,23.07207207207207
10006,131.61797752808988,113.81428571428572,267.55172413793105,59.325581395348834,64.65151515151516,90.2375,94.90566037735849,66.89247311827957,33.84507042253521
10007,116.91820580474933,124.04835164835166,93.31506849315069,96.41358024691358,44.71808510638298,126.69491525423729,99.62285714285714,80.7292817679558,35.06111111111111
10009,141.3085210577865,125.54212091179386,190.64976228209193,53.75743555849306,35.194109772423026,48.9032992036405,89.97245901639344,54.70567164179104,21.52836304700162
10010,279.48303393213575,203.35714285714286,94.35363790186125,62.70614035087719,73.2486678507993,56.366609294320135,142.86036036036037,60.68041237113402,31.18104906937394
10011,187.21436343852014,209.66436464088397,183.95890410958904,86.7018927444795,81.64302059496568,106.03656307129799,119.87103825136612,67.13913043478261,30.702839756592294
10012,178.02010050251258,173.4983388704319,246.28033472803347,64.71944444444445,112.90955631399318,86.59171597633136,169.13539967373572,83.03012912482066,29.848484848484848
10013,135.9698275862069,123.76371951219512,170.99059561128527,90.07673267326733,42.09747899159664,91.24719101123596,84.62014563106796,66.84495021337126,29.723538704581358
10014,180.41735537190084,132.30275229357798,287.6544240400668,84.13783783783784,57.34167893961708,98.39052132701421,159.58139534883722,68.09001233045623,33.0496644295302
10016,127.50596877869606,189.51099384344766,145.625,87.3840877914952,57.81135902636917,114.43636363636364,111.72718154463391,137.3866432337434,64.48414179104478
10017,306.82585751978894,314.8505434782609,292.6390977443609,67.03319502074689,42.66556291390729,76.4421052631579,107.08461538461539,93.87788778877888,25.704761904761906
10018,193.03529411764706,325.428093645485,276.2930402930403,50.82843137254902,63.551587301587304,52.77325581395349,94.43498817966903,51.21082089552239,12.928721174004194
10019,149.4318600368324,176.84715284715284,180.006628003314,70.4207650273224,42.11981205951449,74.81895093062606,101.4647201946472,46.97557251908397,18.81496062992126
10020,403.57142857142856,148.6,210.72,0.0,3.0,68.92857142857143,126.71428571428571,10.625,9.0
10021,154.4771573604061,167.12333333333333,280.8338192419825,124.51612903225806,124.94658119658119,134.668358714044,189.3943661971831,88.35114503816794,48.71760797342193
10022,179.84313725490196,232.81690140845072,183.98920086393088,141.25838926174498,99.81059063136456,99.8876811594203,119.64488017429194,89.17564870259481,31.782722513089006
10023,148.78445229681978,138.66285714285715,171.4891008174387,88.58558558558559,42.44916344916345,70.86926605504587,106.87322404371585,60.461704422869474,21.417355371900825
10024,136.20815450643778,162.09855453350855,205.2469512195122,123.46166394779772,78.76806526806527,104.76972010178118,77.69171270718232,65.7651858567543,26.917582417582416
10025,134.27931596091204,185.55595667870037,215.48238897396632,130.76736672051697,64.81203473945409,83.72460391425909,99.83494519664733,65.27989657401422,25.193612774451097
10026,136.01210653753026,114.67058823529412,186.3695652173913,109.98560354374308,89.69759450171821,43.44749667700487,67.48250460405157,47.094816687737044,12.043781725888325
10027,129.32921810699588,125.40142095914743,223.02100161550888,115.61102603369066,68.90521592821088,82.94622684139178,91.90569948186528,65.63368848300355,24.026637868970482
10028,128.08867924528303,135.23829787234044,181.39277652370203,65.19897084048027,60.26882966396292,90.94389438943894,154.57856272838004,68.75063938618926,22.58858858858859
10029,106.75816416593116,138.2358926919519,161.77814297452753,127.55098934550989,93.97335508428493,50.48116492560937,87.9423076923077,50.95846817691478,19.58974358974359
10030,132.37658674188998,90.19071310116087,362.8095952023988,124.83612903225807,126.80863591756624,59.652882205513784,120.68937875751503,72.2,33.34160583941606
10031,96.27985865724382,102.14868105515588,260.20794078061914,156.97967722653914,75.78152969894224,68.48521470815119,67.70922593544701,58.2438149874507,17.258128469468677
10032,134.98736842105262,185.92934782608697,207.78265830005705,151.80638586956522,84.33728536385937,51.39841575679726,40.9170495150587,35.55470660146699,18.24464692482916
10033,132.77584905660376,146.804537521815,247.96887159533074,195.98288508557457,80.83154761904763,58.202977487291214,53.80395320693828,41.07117794486216,16.204238921001927
10034,136.5404007756949,113.52536231884058,248.1843853820598,100.56694091249065,41.541726105563484,28.51880401775286,39.91378848728246,20.64860532221866,7.079816130380276
10035,124.71388888888889,162.5734597156398,251.66323907455012,183.6760895170789,104.63391136801542,66.82132564841498,113.72762345679013,63.25232919254658,28.823741007194243
10036,232.54597701149424,243.31382978723406,225.21167883211677,97.45243128964059,50.964669738863286,79.71255060728745,114.78206724782068,55.005405405405405,23.730829420970267
10037,108.27794561933534,174.8288590604027,266.84501061571126,65.5916870415648,74.58832335329342,67.397,95.33869115958669,74.1195652173913,11.422451994091581
10038,79.23606557377049,71.36411149825784,96.65693430656934,69.31304347826087,28.73872180451128,80.48538011695906,79.49304174950298,81.79123711340206,31.17153284671533
10039,128.609756097561,145.2055267702936,205.1469329529244,145.29715061058346,102.80623608017818,82.74883720930232,116.36341161928307,63.60654112983152,17.265873015873016
10040,119.75970619097586,106.59811122770199,187.92725819344525,121.56768189509306,37.78693181818182,21.048299655002463,40.95195530726257,31.596200485044463,12.916777629826898
10041,254.0,0.0,24.0,0.0,,63.142857142857146,14.666666666666666,24.5,13.666666666666666
10044,103.29411764705883,21.285714285714285,388.5,108.38,14.818181818181818,44.340425531914896,263.0,67.33333333333333,90.08333333333333
10045,47.0,144.5,,0.0,-3.3333333333333335,,,922.0,4.5
10048,,,,,,,,24.0,-5.0
10055,,166.0,,,,,,,218.0
10065,185.99728997289972,196.28571428571428,183.9003436426117,56.27491408934708,65.30294117647058,76.6920731707317,126.8544474393531,84.00261096605745,31.63949843260188
10069,135.38095238095238,92.04166666666667,174.5,129.56,42.233333333333334,44.233333333333334,66.90697674418605,27.285714285714285,10.428571428571429
10075,151.4548736462094,128.91166077738515,360.8921568627451,288.2419928825623,142.48930481283423,169.26216216216216,198.06703910614524,128.15867158671585,40.14107883817427
10103,34.5,252.14285714285714,0.0,,0.0,0.0,94.0,0.5,1.0
10105,102.66666666666667,,581.5,0.0,7.75,,69.0,0.0,-3.6666666666666665
10106,,1.0,65.83333333333333,0.0,,,,,
10107,,,18.636363636363637,,27.0,,,2.0,
10110,24.0,486.0,,,,,2.0,,
10111,,1413.0,-11.0,5.666666666666667,0.0,,493.0,,
10112,,408.0,,35.0,,12.0,406.0,24.0,149.66666666666666
10115,,,159.0,,346.0,1084.0,529.0,226.66666666666666,
10118,437.1666666666667,-1.0,33.833333333333336,,623.0,,22.333333333333332,34.5,
10119,450.8,22.0,25.0,0.0,5.1,0.2,1.15,2.6666666666666665,6.545454545454546
10120,638.0,18.0,70.66666666666667,4.833333333333333,0.0,119.5,110.25,0.42857142857142855,
10121,446.41379310344826,448.5483870967742,564.125,9.0,-6.0,0.2,172.0,291.0,23.272727272727273
10122,,1157.0,101.0,0.0,0.0,,39.333333333333336,,
10123,4.0,-0.75,,0.0,,1.5,0.0,0.0,8.0
10128,170.99256505576207,219.49570815450645,210.6564748201439,69.41785714285714,81.10410557184751,94.8258642765685,107.01627218934911,99.85117967332124,37.20842105263158
10151,2.0,,,,,,0.0,0.0,2.0
10152,28.0,27.5,1204.0,,,,,,23.0
10153,,,,,,184.66666666666666,0.0,0.0,
10154,3.0,,602.25,,,359.3333333333333,22.0,21.5,0.0
10155,-8.0,1532.0,35.0,-11.0,,1.0,,0.0,
10158,,1582.0,24.0,,,,,0.0,
10162,14.0,,12.4,0.0,0.0,0.0,39.416666666666664,21.0,0.0
10165,360.75,-2.0,,0.0,983.0,,75.0,0.0,
10166,0.0,,,,0.0,,,,
10167,,,,,,,-10.0,,
10168,792.0,329.0,357.6,-4.0,0.0,0.0,0.0,,16.0
10169,6.055555555555555,1.5833333333333333,12.875,3.2,9.588235294117647,8.307692307692308,22.50980392156863,5.097087378640777,8.202127659574469
10170,96.5,-10.0,,0.0,,9.5,75.0,117.66666666666667,0.0
10171,133.0,,23.0,,39.0,,,,22.0
10172,28.0,0.0,21.666666666666668,,,,143.0,,
10173,47.0,,,0.0,30.0,,15.0,0.0,-4.0
10174,,,429.0,4.0,0.0,,,,95.0
10175,,,,,,,2.0,,
10176,,196.0,99.0,,,,,,
10177,665.5,,64.0,,24.0,0.0,21.0,,28.0
10178,112.33333333333333,,2255.0,,,-1.8333333333333333,0.0,31.0,0.0
10179,,697.8333333333334,,,,0.0,,,
10271,2007.5,0.0,754.0,,,-2.0,-1.3333333333333333,0.0,
10278,313.5,-0.3333333333333333,27.0,14.333333333333334,84.0,54.6,8.333333333333334,16.5,-7.0
10279,21.166666666666668,191.3125,,0.0,-3.0,0.0,11.333333333333334,30.0,205.0
10280,181.1086956521739,75.54166666666667,199.0,18.243243243243242,1.9523809523809523,50.925,37.707317073170735,37.48979591836735,15.153846153846153
10281,337.5,446.6666666666667,646.0,537.3333333333334,20.666666666666668,147.75,57.5,42.857142857142854,0.125
10282,32.86363636363637,171.9,97.13333333333334,46.45,9.278688524590164,78.8076923076923,56.51724137931034,234.33333333333334,31.275862068965516
10301,123.93282636248416,127.97571428571429,177.04388297872342,85.1172932330827,79.10932105868815,103.08241758241758,125.98583569405099,77.1193232413179,32.95454545454545
10302,183.8953068592058,159.92163009404388,362.2382671480144,108.73062730627306,177.94970414201183,88.30515463917526,149.43790849673204,87.61587982832619,24.91509433962264
10303,124.53753753753753,122.40489130434783,175.44321329639888,141.1988950276243,88.85772357723577,96.825,135.72540381791484,62.99815498154982,25.06648936170213
10304,127.57333333333334,137.36757624398075,242.85901639344263,208.32699619771864,128.48519948519947,106.33014354066985,130.8042372881356,104.13955555555556,34.54785020804438
10305,108.40900900900901,85.15184381778742,115.51494252873563,124.25905292479109,114.63230240549828,117.26612903225806,124.17564402810305,106.85030674846625,24.970731707317075
10306,104.10601719197707,110.53751537515375,132.8972222222222,75.31095406360424,103.4501312335958,139.82745098039214,130.0403587443946,116.10461538461539,36.791730474732006
10307,157.0650406504065,139.94642857142858,127.15492957746478,92.84027777777777,42.923469387755105,83.07339449541284,77.05449591280654,116.41046831955923,37.36312849162011
10308,122.63987138263666,103.65527950310559,149.82926829268294,58.608247422680414,98.54885057471265,69.24604569420035,134.7872340425532,120.17376490630323,38.26158038147139
10309,125.34235976789168,132.4622222222222,178.68030690537086,87.05142857142857,88.96450939457202,158.71610169491527,115.6873156342183,127.920049200492,37.89110707803993
10310,110.69573283858998,94.36473429951691,164.59114583333334,202.94985250737463,60.11552346570397,87.81065918653576,101.91678420310296,83.5557251908397,32.27348993288591
10312,103.68080094228505,143.67567567567568,183.75382262996942,82.5994277539342,105.01410105757932,124.97916666666667,105.17727639000806,132.71257142857144,44.53879781420765
10314,103.14964157706093,145.0919080919081,143.89722966934764,91.76638855780692,107.31179775280899,94.9009628610729,99.69325997248968,101.11340206185567,31.05289256198347
10451,158.12011173184356,164.12367864693445,360.13047363717607,120.19809523809523,77.78130959949142,61.96629213483146,73.0510677808728,61.58743909041689,21.8687106918239
10452,187.53164556962025,181.59781818181818,379.70717653221584,126.05826693227091,82.49119665771411,75.4010306863434,72.90948275862068,48.264131812420786,23.282074613284806
10453,212.02230259192285,146.41224234853217,271.588527302813,174.1213559322034,95.36347886347886,52.804260089686096,75.3015332197615,50.17765042979943,20.24087912087912
10454,172.25212464589234,139.84,209.49891540130153,123.5469387755102,86.57529794149512,76.6751644736842,139.94351279788174,57.22092172640819,27.652338811630848
10455,140.05024509803923,149.53934191702433,163.2831541218638,115.02958579881657,102.1195020746888,72.21599496221663,95.24061107574794,69.31534309946029,20.697394789579157
10456,165.10582822085888,170.7763852242744,235.96244855967078,152.81705948372615,90.8153409090909,73.79426694535682,98.88227556724762,88.1955537258131,26.200961538461538
10457,149.93441189331,123.22846441947566,230.09648751586965,143.72289156626505,68.06644518272425,72.93387096774194,82.94268167860798,35.60611724723874,26.184071515644046
10458,197.8401852924146,152.07909604519773,226.69405099150143,158.1437865972674,122.68131868131869,99.05270006506181,110.79304224352148,68.26385994164235,26.421719955898567
10459,202.2261663286004,211.27956989247312,314.7439024390244,187.70917874396136,105.3062368605466,128.9101667563206,129.46208530805688,80.70077334919691,27.28548123980424
10460,173.10878661087867,152.7535037098104,288.16846986089644,156.54624781849913,104.20642701525054,85.46236559139786,99.93203526818516,69.146933560477,23.067217630853996
10461,151.22985074626865,150.59296947271045,197.76287744227352,130.2975517890772,57.11336599020294,143.1278600269179,104.67451952882827,96.90753911806543,28.841130604288498
10462,141.59223300970874,128.8700284090909,175.80581459133296,106.23366336633663,75.2683615819209,74.0307040762308,102.14453125,79.42360728075013,33.509607993850885
10463,155.11078717201167,113.12377049180328,129.23241590214067,91.83520599250936,64.11093990755008,75.67982099267698,100.86198775317946,48.75970762905436,21.348837209302324
10464,156.44166666666666,176.176,73.2,62.461988304093566,72.2530612244898,146.0134529147982,104.0984251968504,81.47101449275362,25.080357142857142
10465,121.70290771175726,120.67605633802818,74.11875,72.90552325581395,86.53986135181975,118.52363090772693,79.98376623376623,77.53256704980843,17.333333333333332
10466,154.08823529411765,160.29853181076672,247.50551314673453,43.17962902700944,23.426376635229694,42.428372739916554,33.07889283599763,15.210282691353942,12.367007748269947
10467,255.67487479131887,173.9810379241517,296.18771186440677,143.53102453102454,112.12787456445993,109.91143808995002,130.78801703163018,84.85579608938548,27.99524015577672
10468,200.08634222919937,143.18032786885246,212.07409155261917,113.83158896289248,88.0,66.08211866146581,90.34356581532417,47.776712328767125,20.82907075873828
10469,163.52755194218608,158.53703703703704,159.23043478260868,165.5496688741722,126.07987220447285,111.08147254073627,109.70122343850612,84.36868406440867,25.35238095238095
10470,164.3909090909091,176.59162303664922,280.56296296296296,109.87468671679198,90.09714285714286,99.77741935483871,116.72645739910314,85.23923444976077,33.98203592814371
10471,71.57894736842105,89.14406779661017,115.20472440944881,70.99079754601227,77.16945606694561,100.5,111.97555012224939,73.95732838589981,26.238235294117647
10472,133.11204268292684,134.49496644295303,258.23979957050824,174.82218309859155,93.20022753128555,72.76809276289484,66.52234084618426,50.89585097375106,19.76995012468828
10473,124.45512143611404,95.59159859976663,139.16777041942606,74.35790725326991,60.439212930428674,67.06732580037665,79.60541586073501,49.82748364069007,20.44136460554371
10474,251.22873900293254,170.96951219512195,275.4927536231884,148.93930635838151,104.60129659643437,79.88595041322314,139.7766990291262,73.03470715835141,34.541561712846345
10475,86.53023255813953,176.0703125,176.69172932330827,111.98076923076923,120.61864406779661,104.8029197080292,135.20812182741116,73.04521276595744,25.676092544987146
11001,153.40384615384616,266.31111111111113,36.7906976744186,27.28,82.71052631578948,224.89411764705883,169.94230769230768,167.4,40.07692307692308
11004,375.34313725490193,525.0322580645161,93.1875,78.99145299145299,174.8512396694215,176.48356807511738,239.87545787545787,179.80058651026394,38.582352941176474
11005,37.0,,33.0,31.0,0.0,81.0,195.75,191.0,0.2
11040,344.9130434782609,347.7142857142857,102.2439024390244,145.82857142857142,183.5185185185185,117.91666666666667,151.9857142857143,142.1159420289855,22.869565217391305
